euler,RK_rtol_1e-05_atol_1e-08,RK_rtol_1e-06_atol_1e-09
64.08268401050405,64.08275105099881,64.0826972299896
64.08268401050405,64.08271800102372,64.08269044847606
64.08268401050405,64.0827447268297,64.08269039411594
64.08268401050405,64.08275956235416,64.08269668967021
64.08268401050402,64.08282916762354,64.08270985892784
64.08268401050405,64.08271170035529,64.08269223892368
64.08268401050418,64.08274844506663,64.0826913568241
64.08268401050417,64.08271053690336,64.08270498332854
64.08268401050417,64.08270937327765,64.08269222913202
64.0826840105042,64.08281213851299,64.0826916525025
64.0826840105042,64.08283139280258,64.08269545327816
64.08268401050417,64.08274985414629,64.0826895143193
64.08268401050417,64.0827821470256,64.08268869261823
64.08268401050415,64.08273803367929,64.08269119476945
64.08268401050418,64.08271841194468,64.0826913097517
64.08268401050417,64.08283359502198,64.08269649363882
64.08268401050425,64.08280273664671,64.08270059987507
64.0826840105043,64.08271017382346,64.08269597407295
64.08268401050438,64.0828154285627,64.08270406456519
64.0826840105043,64.08272236039289,64.08270973471632
64.08268401050432,64.08273629523217,64.08268919922611
64.08268401050438,64.08270412278758,64.08270800146303
64.08268401050434,64.08272099321539,64.08268999641098
64.08268401050438,64.08273806988096,64.08269466498723
64.08268401050437,64.08274523022652,64.08269017591532
64.08268401050437,64.08284230073758,64.08268855184818
64.0826840105044,64.08271510296638,64.0826920179489
64.08268401050441,64.0827503243077,64.08268858528017
64.08268401050441,64.0829155727487,64.08270287603693
64.08268401050441,64.0827307761295,64.08268877768649
64.08268401050425,64.08278204425308,64.082693360207
64.0826840105043,64.08286347208274,64.08269132756088
64.08268401050427,64.08278793130084,64.08268897545014
64.0826840105043,64.08271754679373,64.08268877711988
64.0826840105043,64.08278086482107,64.08269001416237
64.08268401050428,64.08272344833686,64.0827005959086
64.08268401050428,64.08276823967407,64.08269124610912
64.08268401050428,64.08274056971392,64.08268940667975
64.08268401050422,64.08279907433706,64.0826897326878
64.0826840105042,64.08275791225851,64.08268934975975
64.08268401050428,64.08284859247017,64.08269896334929
64.0826840105042,64.0827771840869,64.08268990080056
64.0826840105042,64.08275397141946,64.0826897090793
64.0826840105042,64.08281639526737,64.0827055088274
64.08268401050421,64.0827306846473,64.08269376945437
64.08268401050422,64.08271095474424,64.08269560963518
64.0826840105042,64.08272791399376,64.08270299599253
64.08268401050418,64.08274368714721,64.08269969911879
64.08268401050418,64.08271451859159,64.08268992515033
64.08268401050424,64.08287242859689,64.08270526968404
64.0826840105042,64.08271645748424,64.0826946843383
64.08268401050424,64.08276762797108,64.08268907239304
64.08268401050424,64.08271169339336,64.08271124307241
64.08268401050417,64.08283506812289,64.08269155622841
64.08268401050417,64.08281602919688,64.08269944792947
64.0826840105042,64.08293439775775,64.08269379747888
64.0826840105042,64.08280781985324,64.0826903563895
64.08268401050414,64.08275484240505,64.08269885590946
64.08268401050421,64.08270832894014,64.0826899031469
64.08268401050421,64.082755120677,64.0826970250533
64.08268401050421,64.08271888915031,64.08269297437866
64.08268401050421,64.08274033846087,64.08270600791451
64.08268401050421,64.08278159564404,64.08268998346827
64.08268401050421,64.08273555631105,64.08268931690645
64.0826840105042,64.08275861040657,64.08269216917805
64.0826840105042,64.08273379767945,64.0827009761145
64.08268401050412,64.08273020371749,64.08269297148176
64.08268401050412,64.0827478398093,64.08269025863889
64.08268401050421,64.08275623342472,64.08269303513971
64.08268401050412,64.08278761145978,64.08269369548731
64.08268401050417,64.08271051449054,64.08268930197485
64.08268401050418,64.08270441095031,64.08269463592708
64.08268401050421,64.08276188070097,64.08269052478735
64.08268401050421,64.08272137451202,64.0826888460217
64.08268401050421,64.08275136958169,64.08268909954685
64.08268401050414,64.08275736790797,64.08268997069375
64.08268401050421,64.08272745218093,64.08271029547475
64.08268401050415,64.08270595052608,64.08269361063883
64.08268401050415,64.08273641810109,64.08269370933341
64.08268401050418,64.0827137406037,64.08270034864542
64.08268401050415,64.0827106648549,64.08269294972195
64.08268401050414,64.08274691643044,64.08268992438607
64.08268401050421,64.082757941165,64.0826990280191
64.08268401050418,64.08272314718211,64.08269086257947
64.08268401050414,64.08271881424335,64.08268988534543
64.08268401050414,64.08280245362815,64.0826896365433
64.08268401050414,64.08277777374,64.08269282129817
64.08268401050414,64.08274677869962,64.0827036476062
64.08268401050414,64.08270606823555,64.08269759131174
64.08268401050418,64.08271434132445,64.0826908685735
64.08268401050414,64.08276786210467,64.08269762348748
64.08268401050414,64.08275388091124,64.0826941023178
64.08268401050415,64.08271152245996,64.08269536362971
64.08268401050414,64.08275417368759,64.082690769069
64.08268401050418,64.08281563688635,64.08269620923171
64.08268401050414,64.08276888168089,64.08268461291561
64.08268401050418,64.08276463441848,64.0826934388881
64.08268401050418,64.08282174437103,64.08268858302078
64.08268401050415,64.0827313747203,64.082689352079
64.08268401050418,64.0827055659672,64.08269758868646
64.08268401050418,64.08263405870355,64.08268904513024
